date,GlobInc,E_Grid,GlobHor,T_Amb,WindVel,GlobEff,FShdBm,TArray,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,EOutInv,GlobBak
1/1/2024 0:00,0,-206.92,0,4.1002,4.9,0,1,0,0,0,0,0,-5.92,0
1/1/2024 1:00,0,-206.92,0,3.8997,4.6001,0,1,0,0,0,0,0,-5.92,0
1/1/2024 2:00,0,-206.92,0,3.5001,4.5,0,1,0,0,0,0,0,-5.92,0
1/1/2024 3:00,0,-206.92,0,2.8001,3.9001,0,1,0,0,0,0,0,-5.92,0
1/1/2024 4:00,0,-206.92,0,1.9003,3,0,1,0,0,0,0,0,-5.92,0
1/1/2024 5:00,0,-206.92,0,2.1001,2.4999,0,1,0,0,0,0,0,-5.92,0
1/1/2024 6:00,0,-206.92,0,2.2999,2.6,0,1,0,0,0,0,0,-5.92,0
1/1/2024 7:00,14.484,1220.1,12,3.3003,2.8001,13.578,1,3.6461,0,0,0,0,1424.3,1.0261
1/1/2024 8:00,146.99,18165,107,5,2.7,141.18,1,8.4993,0,0,0,0,18451,12.426
1/1/2024 9:00,240.19,30592,210,5.3996,2,223.91,1,10.874,0,0,0,0,30993,36.113
1/1/2024 10:00,164.86,20848,180,7.0002,1.6,154.42,1,10.813,0,0,0,0,21155,25.538
1/1/2024 11:00,222.85,28266,224.99,9.7003,1.8,218.89,1,15.16,0,0,0,0,28642,21.655
1/1/2024 12:00,483.58,60945,479,9.9001,1.9,481.2,1,21.933,0,0,0,0,61818,39.99
1/1/2024 13:00,493.08,60763,440.99,10.4,1.6,482.57,1,22.42,0,0,0,0,61632,37.005
1/1/2024 14:00,582.38,69289,388,11.7,1.3999,565.71,1,25.772,0,0,0,0,70341,30.262
1/1/2024 15:00,613.3,71484,252,11.6,1.7001,597.82,1,26.565,0,0,0,0,72586,13.437
1/1/2024 16:00,185.62,20574,76.998,10.5,2,170.9,1,14.774,0,0,0,0,20879,1.9316
1/1/2024 17:00,0,-206.92,2.0053,9.9001,2.7,0,1,0,0,0,0,0,-5.92,0
1/1/2024 18:00,0,-206.92,0,9.3,3,0,1,0,0,0,0,0,-5.92,0
1/1/2024 19:00,0,-206.92,0,8.0998,2.6,0,1,0,0,0,0,0,-5.92,0
1/1/2024 20:00,0,-206.92,0,6.9003,2.6,0,1,0,0,0,0,0,-5.92,0
1/1/2024 21:00,0,-206.92,0,6.6998,2.8001,0,1,0,0,0,0,0,-5.92,0
1/1/2024 22:00,0,-206.92,0,6.6998,2.8001,0,1,0,0,0,0,0,-5.92,0
1/1/2024 23:00,0,-206.92,0,6.7997,3,0,1,0,0,0,0,0,-5.92,0
1/2/2024 0:00,0,-206.92,0,6.6998,3.1,0,1,0,0,0,0,0,-5.92,0
1/2/2024 1:00,0,-206.92,0,6.3002,3.1999,0,1,0,0,0,0,0,-5.92,0
1/2/2024 2:00,0,-206.92,0,5.7001,3.3,0,1,0,0,0,0,0,-5.92,0
1/2/2024 3:00,0,-206.92,0,5.7001,3.3,0,1,0,0,0,0,0,-5.92,0
1/2/2024 4:00,0,-206.92,0,5.3996,3.4,0,1,0,0,0,0,0,-5.92,0
1/2/2024 5:00,0,-206.92,0,5,4,0,1,0,0,0,0,0,-5.92,0
1/2/2024 6:00,0,-206.92,0,4.3999,4.2999,0,1,0,0,0,0,0,-5.92,0
1/2/2024 7:00,26.752,2488.8,18,4.3,4.6001,23.934,1,4.9057,0,0,0,0,2696.3,1.2444
1/2/2024 8:00,70.059,8338.9,57.995,5.0999,5.1,66.723,1,6.7607,0,0,0,0,8567.5,7.4431
1/2/2024 9:00,56.7,7037.6,74.992,6.2003,5.8,49.603,1,7.4045,0,0,0,0,7260.7,17.436
1/2/2024 10:00,80.017,9796.6,92.006,6.6998,5.7001,74.204,1,8.5393,0,0,0,0,10032,13.971
1/2/2024 11:00,96.364,11955,99.995,7.0002,5.7001,94.151,1,9.3538,0,0,0,0,12202,10.234
1/2/2024 12:00,110.52,13864,111.99,6.5999,5.6,108.94,1,9.3222,0,0,0,0,14122,10.655
1/2/2024 13:00,61.241,7281.8,68.005,6.5,5.5,57.77,1,7.9419,0,0,0,0,7505.9,8.6454
1/2/2024 14:00,60.233,7252.4,75.995,6.6998,5.2,53.568,1,8.0129,0,0,0,0,7476.3,14.38
1/2/2024 15:00,59.867,7326,74.992,5.8999,5.0001,52.447,1,7.1718,0,0,0,0,7550.2,16.573
1/2/2024 16:00,47.391,5247,34.997,4.9001,4.8,45.201,1,6.0361,0,0,0,0,5463.2,2.8341
1/2/2024 17:00,0,-206.92,1.0027,5.2997,4.4,0,1,0,0,0,0,0,-5.92,0
1/2/2024 18:00,0,-206.92,0,5.3996,4,0,1,0,0,0,0,0,-5.92,0
1/2/2024 19:00,0,-206.92,0,4.7003,3.5999,0,1,0,0,0,0,0,-5.92,0
1/2/2024 20:00,0,-206.92,0,3.0998,3.5001,0,1,0,0,0,0,0,-5.92,0
1/2/2024 21:00,0,-206.92,0,2.2999,3.1999,0,1,0,0,0,0,0,-5.92,0
1/2/2024 22:00,0,-206.92,0,1.4001,2.7,0,1,0,0,0,0,0,-5.92,0
1/2/2024 23:00,0,-206.92,0,0.8,2.7,0,1,0,0,0,0,0,-5.92,0
1/3/2024 0:00,0,-206.92,0,0.6002,2.9,0,1,0,0,0,0,0,-5.92,0
1/3/2024 1:00,0,-206.92,0,0.0001,2.9,0,1,0,0,0,0,0,-5.92,0
1/3/2024 2:00,0,-206.92,0,-0.9997,2.8001,0,1,0,0,0,0,0,-5.92,0
1/3/2024 3:00,0,-206.92,0,-1.5998,2.6,0,1,0,0,0,0,0,-5.92,0
1/3/2024 4:00,0,-206.92,0,-2.6002,2.3,0,1,0,0,0,0,0,-5.92,0
1/3/2024 5:00,0,-206.92,0,-2.9998,2,0,1,0,0,0,0,0,-5.92,0
1/3/2024 6:00,0,-206.92,0,-3.3002,2,0,1,0,0,0,0,0,-5.92,0
1/3/2024 7:00,84.123,8292.5,33.995,-2.2998,2.2,69.34,1,-0.574,0,0,0,0,8520.9,0.6354
1/3/2024 8:00,542.98,66436,205,0.2997,2.4001,537.16,1,13.634,0,0,0,0,67424,4.1993
1/3/2024 9:00,699.25,84168,380.01,1.9003,2.6,682.08,1,18.812,0,0,0,0,85591,23.695
1/3/2024 10:00,666.13,81471,512.99,3.7998,2.8001,656.36,1,20.095,0,0,0,0,82822,31.947
1/3/2024 11:00,618.35,77375,587,6.3002,2.7,616.3,1,21.689,0,0,0,0,78620,44.54
1/3/2024 12:00,602.02,75872,594,6.3002,2.4001,601.23,1,21.322,0,0,0,0,77079,46.716
1/3/2024 13:00,647.05,79259,548.01,7.0002,2.3,640.07,1,22.954,0,0,0,0,80552,37.498
1/3/2024 14:00,693.2,82232,437,8.4002,2.2,678.55,1,25.287,0,0,0,0,83603,26.762
1/3/2024 15:00,689.37,80745,275,7.2999,1.8,673.72,1,24.144,0,0,0,0,82077,11.288
1/3/2024 16:00,229.93,26336,88.998,5.1998,1.2,214.22,1,10.529,0,0,0,0,26692,1.3896
1/3/2024 17:00,0,-206.92,2.0053,5.7001,0.5,0,1,0,0,0,0,0,-5.92,0
1/3/2024 18:00,0,-206.92,0,6.3002,0.5,0,1,0,0,0,0,0,-5.92,0
1/3/2024 19:00,0,-206.92,0,5.8999,1.2,0,1,0,0,0,0,0,-5.92,0
1/3/2024 20:00,0,-206.92,0,4.3,1.3999,0,1,0,0,0,0,0,-5.92,0
1/3/2024 21:00,0,-206.92,0,2.6003,1.6,0,1,0,0,0,0,0,-5.92,0
1/3/2024 22:00,0,-206.92,0,0.0999,1.9,0,1,0,0,0,0,0,-5.92,0
1/3/2024 23:00,0,-206.92,0,-1.5998,2.0999,0,1,0,0,0,0,0,-5.92,0
1/4/2024 0:00,0,-206.92,0,-2.0001,2.0999,0,1,0,0,0,0,0,-5.92,0
1/4/2024 1:00,0,-206.92,0,-2.3997,2,0,1,0,0,0,0,0,-5.92,0
1/4/2024 2:00,0,-206.92,0,-2.7001,2.0999,0,1,0,0,0,0,0,-5.92,0
1/4/2024 3:00,0,-206.92,0,-2.8,2.4001,0,1,0,0,0,0,0,-5.92,0
1/4/2024 4:00,0,-206.92,0,-3.0997,2.7,0,1,0,0,0,0,0,-5.92,0
1/4/2024 5:00,0,-206.92,0,-2.9998,2.7,0,1,0,0,0,0,0,-5.92,0
1/4/2024 6:00,0,-206.92,0,-3.0997,2.7,0,1,0,0,0,0,0,-5.92,0
1/4/2024 7:00,91.241,8976.2,36,-1.5998,2.9,74.88,1,0.2638,0,0,0,0,9207.8,0.5627
1/4/2024 8:00,539.82,65656,203,2.3998,3.1,534.21,1,15.682,0,0,0,0,66627,4.3774
1/4/2024 9:00,695.11,82821,377,5.0999,3.1999,678.08,1,21.955,0,0,0,0,84207,23.421
1/4/2024 10:00,663.4,79886,510,8.5001,3.5001,653.72,1,24.79,0,0,0,0,81195,31.626
1/4/2024 11:00,617.81,75490,586,13.3,3.9001,615.75,1,28.762,0,0,0,0,76688,44.417
1/4/2024 12:00,605.7,74345,598,13.3,4.2,604.93,1,28.502,0,0,0,0,75515,44.818
1/4/2024 13:00,644.52,77052,547,14.3,4.5,637.67,1,30.289,0,0,0,0,78288,37.465
1/4/2024 14:00,689.57,79562,436,16.1,4.6001,675.04,1,33.007,0,0,0,0,80863,24.818
1/4/2024 15:00,680.79,77845,276,15,4.2999,664.86,1,31.719,0,0,0,0,79102,13.104
1/4/2024 16:00,239.93,26975,92.006,12.8,3.9001,225.17,1,18.437,0,0,0,0,27338,1.3155
1/4/2024 17:00,0,-206.92,2.992,12.7,3.9001,0,1,0,0,0,0,0,-5.92,0
1/4/2024 18:00,0,-206.92,0,12.4,4.1,0,1,0,0,0,0,0,-5.92,0
1/4/2024 19:00,0,-206.92,0,11.6,4.5,0,1,0,0,0,0,0,-5.92,0
1/4/2024 20:00,0,-206.92,0,10,4.8,0,1,0,0,0,0,0,-5.92,0
1/4/2024 21:00,0,-206.92,0,9.5997,4.6001,0,1,0,0,0,0,0,-5.92,0
1/4/2024 22:00,0,-206.92,0,8.8997,4.4,0,1,0,0,0,0,0,-5.92,0
1/4/2024 23:00,0,-206.92,0,7.8001,4.4,0,1,0,0,0,0,0,-5.92,0
1/5/2024 0:00,0,-206.92,0,7.6003,4.4,0,1,0,0,0,0,0,-5.92,0
1/5/2024 1:00,0,-206.92,0,7.0002,4.2999,0,1,0,0,0,0,0,-5.92,0
1/5/2024 2:00,0,-206.92,0,6.4001,4,0,1,0,0,0,0,0,-5.92,0
1/5/2024 3:00,0,-206.92,0,5.8,3.7,0,1,0,0,0,0,0,-5.92,0
1/5/2024 4:00,0,-206.92,0,4.8002,3.4,0,1,0,0,0,0,0,-5.92,0
1/5/2024 5:00,0,-206.92,0,4.5997,2.9,0,1,0,0,0,0,0,-5.92,0
1/5/2024 6:00,0,-206.92,0,4.2001,2.7,0,1,0,0,0,0,0,-5.92,0
1/5/2024 7:00,87.233,8454.9,34.997,5,2.7,72.38,1,6.8122,0,0,0,0,8684.1,0.6353
1/5/2024 8:00,528.82,63203,199,7.9999,2.4999,523.34,1,21.069,0,0,0,0,64122,4.3105
1/5/2024 9:00,689.63,80817,372,10.1,2.2,672.86,1,26.892,0,0,0,0,82151,22.724
1/5/2024 10:00,657.89,78171,503,12.5,1.9,648.45,1,28.71,0,0,0,0,79436,30.776
1/5/2024 11:00,610.93,74131,578.99,15.5,1.6,608.73,1,30.811,0,0,0,0,75296,44.008
1/5/2024 12:00,600.39,73185,593,15.5,1.7001,599.57,1,30.593,0,0,0,0,74327,44.588
1/5/2024 13:00,636.57,75741,542.01,16,1.9,629.6,1,31.806,0,0,0,0,76945,37.528
1/5/2024 14:00,683.2,78630,432,17,2,668.94,1,33.767,0,0,0,0,79907,24.324
1/5/2024 15:00,671.45,76769,274,15.3,1.7001,655.6,1,31.787,0,0,0,0,77999,13.014
1/5/2024 16:00,234.68,26651,92.006,12.4,1.2,221.98,1,17.954,0,0,0,0,27011,1.6253
1/5/2024 17:00,0,-206.92,2.992,11.6,1.7001,0,1,0,0,0,0,0,-5.92,0
1/5/2024 18:00,0,-206.92,0,10.8,2.2,0,1,0,0,0,0,0,-5.92,0
1/5/2024 19:00,0,-206.92,0,9.9001,2.2,0,1,0,0,0,0,0,-5.92,0
1/5/2024 20:00,0,-206.92,0,7.4997,2.2,0,1,0,0,0,0,0,-5.92,0
1/5/2024 21:00,0,-206.92,0,6.2003,2,0,1,0,0,0,0,0,-5.92,0
1/5/2024 22:00,0,-206.92,0,5.2997,2,0,1,0,0,0,0,0,-5.92,0
1/5/2024 23:00,0,-206.92,0,4.5997,2,0,1,0,0,0,0,0,-5.92,0
1/6/2024 0:00,0,-206.92,0,4.3,1.9,0,1,0,0,0,0,0,-5.92,0
1/6/2024 1:00,0,-206.92,0,3.4002,2,0,1,0,0,0,0,0,-5.92,0
1/6/2024 2:00,0,-206.92,0,2.8001,2.3,0,1,0,0,0,0,0,-5.92,0
1/6/2024 3:00,0,-206.92,0,2.3998,2.4001,0,1,0,0,0,0,0,-5.92,0
1/6/2024 4:00,0,-206.92,0,1.5999,2.6,0,1,0,0,0,0,0,-5.92,0
1/6/2024 5:00,0,-206.92,0,1.9003,2.9,0,1,0,0,0,0,0,-5.92,0
1/6/2024 6:00,0,-206.92,0,2.2,3.3,0,1,0,0,0,0,0,-5.92,0
1/6/2024 7:00,82.941,8089.6,33.995,3.1997,3.5001,68.991,1,4.925,0,0,0,0,8317.2,0.7084
1/6/2024 8:00,528.66,63683,200.01,5.7001,3.5999,523.09,1,18.738,0,0,0,0,64612,4.552
1/6/2024 9:00,692.16,81790,374.01,7.6003,3.8,675.11,1,24.414,0,0,0,0,83149,23.225
1/6/2024 10:00,662.07,79570,506.01,9.0003,4.2999,652.43,1,25.264,0,0,0,0,80871,31.11
1/6/2024 11:00,615.58,75864,583,10.8,4.4,613.28,1,26.167,0,0,0,0,77071,44.353
1/6/2024 12:00,604.13,74890,596.99,10.5,4.2,603.29,1,25.626,0,0,0,0,76073,44.956
1/6/2024 13:00,642.6,77962,546,10.5,4.2,636.11,1,26.4,0,0,0,0,79222,38.33
1/6/2024 14:00,685.6,80477,436,11.3,4.1,671.16,1,28.046,0,0,0,0,81802,24.838
1/6/2024 15:00,672.25,78387,277,9.9001,4,656.22,1,26.328,0,0,0,0,79657,14.382
1/6/2024 16:00,241.96,28195,94.998,7.2,3.5999,230.46,1,12.941,0,0,0,0,28570,1.706
1/6/2024 17:00,0,-206.92,2.992,7.2,3.3,0,1,0,0,0,0,0,-5.92,0
1/6/2024 18:00,0,-206.92,0,7.1001,3.4,0,1,0,0,0,0,0,-5.92,0
1/6/2024 19:00,0,-206.92,0,5.8999,3.5001,0,1,0,0,0,0,0,-5.92,0
1/6/2024 20:00,0,-206.92,0,3.6,3.4,0,1,0,0,0,0,0,-5.92,0
1/6/2024 21:00,0,-206.92,0,2.7002,3.1,0,1,0,0,0,0,0,-5.92,0
1/6/2024 22:00,0,-206.92,0,1.7997,2.8001,0,1,0,0,0,0,0,-5.92,0
1/6/2024 23:00,0,-206.92,0,0.5003,2.8001,0,1,0,0,0,0,0,-5.92,0
1/7/2024 0:00,0,-206.92,0,0.5003,3.1,0,1,0,0,0,0,0,-5.92,0
1/7/2024 1:00,0,-206.92,0,-0.0998,2.9,0,1,0,0,0,0,0,-5.92,0
1/7/2024 2:00,0,-206.92,0,-1.4999,2.2,0,1,0,0,0,0,0,-5.92,0
1/7/2024 3:00,0,-206.92,0,-3.3002,1.6,0,1,0,0,0,0,0,-5.92,0
1/7/2024 4:00,0,-206.92,0,-4.6003,1.3999,0,1,0,0,0,0,0,-5.92,0
1/7/2024 5:00,0,-206.92,0,-4.0002,1.5,0,1,0,0,0,0,0,-5.92,0
1/7/2024 6:00,0,-206.92,0,-3.7997,1.3,0,1,0,0,0,0,0,-5.92,0
1/7/2024 7:00,92.923,9303.8,37.003,-2.9998,0.8,77.01,1,-1.0859,0,0,0,0,9537,0.6352
1/7/2024 8:00,554.1,67876,208,-0.1997,0.5,548.46,1,13.412,0,0,0,0,68896,4.3666
1/7/2024 9:00,714.68,85571,386.01,2.9,0.2999,697.28,1,20.209,0,0,0,0,87033,23.773
1/7/2024 10:00,680.05,82982,521,4.5997,0.5,670.24,1,21.251,0,0,0,0,84372,34.362
1/7/2024 11:00,632.95,78825,599,7.1001,0.9,630.77,1,22.863,0,0,0,0,80107,45.265
1/7/2024 12:00,620.87,77711,614.01,7.1001,1.3,620.15,1,22.611,0,0,0,0,78964,46.032
1/7/2024 13:00,659.07,80352,563,7.9,1.6,652.4,1,24.18,0,0,0,0,81673,37.296
1/7/2024 14:00,705.06,83144,451,9.5997,1.8,690.67,1,26.811,0,0,0,0,84539,26.012
1/7/2024 15:00,699.34,81534,289,9.0003,2.0999,682.85,1,26.093,0,0,0,0,82886,14.579
1/7/2024 16:00,260.54,30610,101,6.7997,1.9,249.73,1,13.018,0,0,0,0,31011,1.6316
1/7/2024 17:00,0,-206.92,7.0027,6.2003,1.7001,0,1,0,0,0,0,0,-5.92,0
1/7/2024 18:00,0,-206.92,0,5.8,2,0,1,0,0,0,0,0,-5.92,0
1/7/2024 19:00,0,-206.92,0,4.9001,2.2,0,1,0,0,0,0,0,-5.92,0
1/7/2024 20:00,0,-206.92,0,2.9999,2.4001,0,1,0,0,0,0,0,-5.92,0
1/7/2024 21:00,0,-206.92,0,2.2999,2.7,0,1,0,0,0,0,0,-5.92,0
1/7/2024 22:00,0,-206.92,0,1.9003,2.9,0,1,0,0,0,0,0,-5.92,0
1/7/2024 23:00,0,-206.92,0,1.3002,3.1,0,1,0,0,0,0,0,-5.92,0
1/8/2024 0:00,0,-206.92,0,1.2003,3.1999,0,1,0,0,0,0,0,-5.92,0
1/8/2024 1:00,0,-206.92,0,0.9998,3.3,0,1,0,0,0,0,0,-5.92,0
1/8/2024 2:00,0,-206.92,0,0.7001,3.4,0,1,0,0,0,0,0,-5.92,0
1/8/2024 3:00,0,-206.92,0,0.5003,3.4,0,1,0,0,0,0,0,-5.92,0
1/8/2024 4:00,0,-206.92,0,0.0001,3.4,0,1,0,0,0,0,0,-5.92,0
1/8/2024 5:00,0,-206.92,0,-0.2996,3.1,0,1,0,0,0,0,0,-5.92,0
1/8/2024 6:00,0,-206.92,0,-0.7,2.8001,0,1,0,0,0,0,0,-5.92,0
1/8/2024 7:00,80.094,7892.3,32.992,0.0001,2.8001,66.695,1,1.6639,0,0,0,0,8119,0.7083
1/8/2024 8:00,478.6,58329,187,3.6,2.9,472.96,1,15.358,0,0,0,0,59150,5.1182
1/8/2024 9:00,647.76,76654,353,8.7998,2.8001,631.12,1,24.515,0,0,0,0,77881,23.176
1/8/2024 10:00,622.46,74239,479,13.3,3,612.18,1,28.597,0,0,0,0,75406,33.33
1/8/2024 11:00,555.18,67700,524.99,15.7,3.1999,552.18,1,29.575,0,0,0,0,68715,41.03
1/8/2024 12:00,584.94,71336,578.01,15.9,3.4,584.04,1,30.602,0,0,0,0,72435,43.728
1/8/2024 13:00,606.18,72014,518.99,17.2,3.5999,599.31,1,32.254,0,0,0,0,73128,35.408
1/8/2024 14:00,643.37,73924,416.01,19.2,4,629.15,1,34.98,0,0,0,0,75084,25.521
1/8/2024 15:00,556.19,64063,246,17.8,3.7,540.47,1,31.372,0,0,0,0,65000,17.561
1/8/2024 16:00,186.44,21368,79.003,15,3.1999,179.91,1,19.515,0,0,0,0,21680,2.2665
1/8/2024 17:00,0,-206.92,4.9974,14.6,3.5999,0,1,0,0,0,0,0,-5.92,0
1/8/2024 18:00,0,-206.92,0,14.1,3.9001,0,1,0,0,0,0,0,-5.92,0
1/8/2024 19:00,0,-206.92,0,13.5,4.2,0,1,0,0,0,0,0,-5.92,0
1/8/2024 20:00,0,-206.92,0,11.9,4.2999,0,1,0,0,0,0,0,-5.92,0
1/8/2024 21:00,0,-206.92,0,10.7,4.2999,0,1,0,0,0,0,0,-5.92,0
1/8/2024 22:00,0,-206.92,0,10.3,4.2,0,1,0,0,0,0,0,-5.92,0
1/8/2024 23:00,0,-206.92,0,9.7003,4,0,1,0,0,0,0,0,-5.92,0
1/9/2024 0:00,0,-206.92,0,9.4998,4,0,1,0,0,0,0,0,-5.92,0
1/9/2024 1:00,0,-206.92,0,8.7998,4,0,1,0,0,0,0,0,-5.92,0
1/9/2024 2:00,0,-206.92,0,8.0998,4,0,1,0,0,0,0,0,-5.92,0
1/9/2024 3:00,0,-206.92,0,7.6003,3.8,0,1,0,0,0,0,0,-5.92,0
1/9/2024 4:00,0,-206.92,0,6.6998,3.8,0,1,0,0,0,0,0,-5.92,0
1/9/2024 5:00,0,-206.92,0,6.5,3.7,0,1,0,0,0,0,0,-5.92,0
1/9/2024 6:00,0,-206.92,0,6.0997,3.5999,0,1,0,0,0,0,0,-5.92,0
1/9/2024 7:00,80.078,7742.6,33.995,6.9003,3.7,66.997,1,8.5815,0,0,0,0,7968.7,0.8559
1/9/2024 8:00,229.03,27803,123.99,9.8002,3.9001,223.4,1,15.364,0,0,0,0,28174,10.06
1/9/2024 9:00,229.85,28631,205,12.4,4.1,213.54,1,17.646,0,0,0,0,29011,36.419
1/9/2024 10:00,297.96,36725,288,14.8,4.2,284.12,1,21.86,0,0,0,0,37199,35.067
1/9/2024 11:00,211.14,26034,212.99,17.2,3.8,207.22,1,22.401,0,0,0,0,26387,20.532
1/9/2024 12:00,498.94,61161,494.01,17.1,3.1999,497.22,1,29.611,0,0,0,0,62038,39.024
1/9/2024 13:00,622.63,73671,534,17.9,3.5001,615.77,1,33.382,0,0,0,0,74825,36.334
1/9/2024 14:00,619.12,71356,413,19.5,4.6001,603.26,1,34.619,0,0,0,0,72454,28.851
1/9/2024 15:00,170.61,20290,137,19.7,4.2999,158.58,1,23.633,0,0,0,0,20593,23.974
1/9/2024 16:00,65.874,7299.4,46.997,18,2.4999,63.986,1,19.621,0,0,0,0,7523.6,3.7665
1/9/2024 17:00,0,-206.92,3.9947,17.5,2.0999,0,1,0,0,0,0,0,-5.92,0
1/9/2024 18:00,0,-206.92,0,17.4,2.0999,0,1,0,0,0,0,0,-5.92,0
1/9/2024 19:00,0,-206.92,0,16.8,2,0,1,0,0,0,0,0,-5.92,0
1/9/2024 20:00,0,-206.92,0,15.5,2.6,0,1,0,0,0,0,0,-5.92,0
1/9/2024 21:00,0,-206.92,0,14.9,4.1,0,1,0,0,0,0,0,-5.92,0
1/9/2024 22:00,0,-206.92,0,13.4,5.3,0,1,0,0,0,0,0,-5.92,0
1/9/2024 23:00,0,-206.92,0,11.3,5.2,0,1,0,0,0,0,0,-5.92,0
1/10/2024 0:00,0,-206.92,0,11.3,4.8,0,1,0,0,0,0,0,-5.92,0
1/10/2024 1:00,0,-206.92,0,10.8,4.8,0,1,0,0,0,0,0,-5.92,0
1/10/2024 2:00,0,-206.92,0,9.7003,5.2,0,1,0,0,0,0,0,-5.92,0
1/10/2024 3:00,0,-206.92,0,7.9999,5.7001,0,1,0,0,0,0,0,-5.92,0
1/10/2024 4:00,0,-206.92,0,5.6002,5.9,0,1,0,0,0,0,0,-5.92,0
1/10/2024 5:00,0,-206.92,0,4.8002,5.6,0,1,0,0,0,0,0,-5.92,0
1/10/2024 6:00,0,-206.92,0,4.0003,5.3,0,1,0,0,0,0,0,-5.92,0
1/10/2024 7:00,94.384,9225.6,37.003,3.7998,4.9,78.239,1,5.7553,0,0,0,0,9458.3,0.5625
1/10/2024 8:00,542.94,65574,205,4.4998,4.7,537.28,1,17.882,0,0,0,0,66543,4.573
1/10/2024 9:00,714.23,84823,382,5.1998,4.7,697.32,1,22.544,0,0,0,0,86264,22.522
1/10/2024 10:00,675.99,81879,517,6.9003,4.4,666.04,1,23.476,0,0,0,0,83241,34.253
1/10/2024 11:00,631.13,78141,596.01,8.7998,4.1,628.81,1,24.534,0,0,0,0,79406,45.026
1/10/2024 12:00,618.01,76950,612,8.7998,3.7,617.29,1,24.26,0,0,0,0,78184,45.994
1/10/2024 13:00,654.55,79578,563,9.1002,3.3,648.02,1,25.288,0,0,0,0,80879,37.658
1/10/2024 14:00,697.97,82372,452.99,9.8002,3.1999,683.59,1,26.838,0,0,0,0,83747,26.611
1/10/2024 15:00,702.14,81921,294,8.8997,3.1,685.69,1,26.063,0,0,0,0,83283,15.223
1/10/2024 16:00,281.06,33590,109,7.0002,2.7,274,1,13.824,0,0,0,0,34025,1.8001
1/10/2024 17:00,0,-206.92,8.0053,6.5,2.0999,0,1,0,0,0,0,0,-5.92,0
1/10/2024 18:00,0,-206.92,0,5.7001,1.9,0,1,0,0,0,0,0,-5.92,0
1/10/2024 19:00,0,-206.92,0,4.4998,1.9,0,1,0,0,0,0,0,-5.92,0
1/10/2024 20:00,0,-206.92,0,2.3998,2,0,1,0,0,0,0,0,-5.92,0
1/10/2024 21:00,0,-206.92,0,1.4001,1.9,0,1,0,0,0,0,0,-5.92,0
1/10/2024 22:00,0,-206.92,0,0.7001,1.7001,0,1,0,0,0,0,0,-5.92,0
1/10/2024 23:00,0,-206.92,0,-0.4003,1.7001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 0:00,0,-206.92,0,-0.1997,1.7001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 1:00,0,-206.92,0,-0.5002,1.8,0,1,0,0,0,0,0,-5.92,0
1/11/2024 2:00,0,-206.92,0,-0.7,2.0999,0,1,0,0,0,0,0,-5.92,0
1/11/2024 3:00,0,-206.92,0,-0.9997,2.4999,0,1,0,0,0,0,0,-5.92,0
1/11/2024 4:00,0,-206.92,0,-1.8003,2.8001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 5:00,0,-206.92,0,-1.8003,2.8001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 6:00,0,-206.92,0,-2.0001,2.9,0,1,0,0,0,0,0,-5.92,0
1/11/2024 7:00,62.54,6108.3,27.995,-1.5998,2.8001,52.307,1,-0.2938,0,0,0,0,6327.7,0.8297
1/11/2024 8:00,431.65,53566,178,-0.1997,3.1,425.66,1,10.339,0,0,0,0,54299,7.1246
1/11/2024 9:00,537.79,66406,316,0.8,3.4,520.48,1,13.63,0,0,0,0,67393,27.916
1/11/2024 10:00,468.73,59217,394,2.2,3.1,455.5,1,13.436,0,0,0,0,60055,36.465
1/11/2024 11:00,356.56,46028,350.99,4.0003,2.8001,351.45,1,12.723,0,0,0,0,46634,31.767
1/11/2024 12:00,342.6,44443,343,4.1002,2.7,339.7,1,12.542,0,0,0,0,45025,30.116
1/11/2024 13:00,430.54,54438,396,4.7003,2.4999,420.73,1,15.128,0,0,0,0,55186,34.239
1/11/2024 14:00,348.53,43703,296.01,5.2997,2.4999,330.77,1,13.429,0,0,0,0,44274,35.942
1/11/2024 15:00,258.36,32297,176.99,4.7003,2.6,243.52,1,10.681,0,0,0,0,32717,26.988
1/11/2024 16:00,85.318,10204,56.992,3.6,2.6,83.255,1,5.678,0,0,0,0,10441,4.3756
1/11/2024 17:00,0,-206.92,3.9947,3.3003,2.3,0,1,0,0,0,0,0,-5.92,0
1/11/2024 18:00,0,-206.92,0,2.8001,2.0999,0,1,0,0,0,0,0,-5.92,0
1/11/2024 19:00,0,-206.92,0,2.3998,2.2,0,1,0,0,0,0,0,-5.92,0
1/11/2024 20:00,0,-206.92,0,1.4001,2.4001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 21:00,0,-206.92,0,0.9998,2.6,0,1,0,0,0,0,0,-5.92,0
1/11/2024 22:00,0,-206.92,0,0.8,2.8001,0,1,0,0,0,0,0,-5.92,0
1/11/2024 23:00,0,-206.92,0,0.5003,2.9,0,1,0,0,0,0,0,-5.92,0
1/12/2024 0:00,0,-206.92,0,0.5003,2.9,0,1,0,0,0,0,0,-5.92,0
