PVSYST 7.4.6
,File,File date,Description
Project,North Fork_Project.PRJ,05/30/24 14h02,North Fork,
Geographical Site,North Fork_SolarGIS_TMY.SIT,05/30/24 14h02,North Fork;United States;North_America;,
Weather data,North Fork_SolarGIS_TMY.MET,02/10/24 00h30,North Fork;SolarGISv2.2.31;TMY,
Simulation variant,North Fork_Project.VC0,05/30/24 14h02,North Fork_Project.VC0 (OCD 5.29),
Simulation date,,05/30/24 14h03

Simulation:,Hourly values, from 01/01/90, to 12/31/90 

date,EOutInv,E_Grid,InvLoss,IL_Oper,IL_Pmax,Aux_Lss,IL_Nigh,EACOhmL,EMVOhmL,EHVOhmL,EMVTrfL,EHVTrfL,OhmLoss,EGrdLim,IL_Pmin,IL_Vmin,IL_Vmax,IL_Imax,TArray,T_Amb,WindVel,GlobInc,GlobShd,CircInc,ShdLoss,ShdBLss,ShdCLss,ShdALss,Alb_Inc,PhiAng,AngProf,AngInc,AzSol,HSol,GincThr,BeamInc,DifSInc,Bm_Gl,DifA_Gl,DifS_Gl,Alb_Gl,ShdDLss,LIDLoss,IAMLoss,GlobIAM,IAMBLss,IAMCLss,IAMDLss,IAMALss,GlobEff,BeamEff,CircEff,DiffEff,Alb_Eff,EArrRef,EArrNom,GIncLss,TempLss,MisLoss,EArrMPP,EArray,TExtON,TArrWtd,DTArr,DTArrGl,IArray,UArray,ArrayON,EffArrR,EffArrC,EffSysR,EffSysC,EffInvB,EffInvR,Yr,Ya,Yf,Lc,Ls,Lcr,Lsr,PR,BeamTrp,DifITrp,CircTrp,HBndTrp,AlbTrp,GlobTrp,FTransp,FShdGl,FShdBm,FShdCrc,FShdDif,FShdAlb,FIAMGl,FIAMBm,FIAMCrc,FIAMDif,FIAMAlb,FIAMShd,FEffDif,FEffAlb,GlobHor,DiffHor,BeamHor,Syst_ON
    ,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,m/s,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,�,�,�,�,�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,W/m�,kW,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,kW,kW,kW,kW,kW,kW,kW,캜,캜,캜,캜,A,V,Hour,%,%,%,%,%,%,kWh/m�/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,ratio,ratio,ratio,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,W/m�,W/m�,W/m�,Hour

01/01/90 00:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,10.7,5.2001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 01:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.2,5,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 02:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.3,5.1001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 03:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,10.4,5.1001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 04:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,10.8,4.6,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 05:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.1,4.3999,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 06:00,-3.168,-114.17,3.168,0,0,36,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.2,4.2001,0,0,0,0,0,0,0,0,-2.3297,1.3766,86.768,-60.706,1.2006,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557,0,0.0557,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 07:00,5257.8,5136.5,84.038,84.038,0,36,0,0,1.8554,0.0117,63.146,20.342,6.1005,0,0,0,0,0,14.873,12.4,4.3999,116.76,115.98,0,0.7799,0.0696,0,0.1648,0.3157,-16.042,9.0773,69.49,-55.287,7.4819,0,50.738,65.704,0.4346,0.5654,0,0.0027,0.5455,109.69,3.0859,112.89,2.047,0,1.0259,0.0129,112.55,48.475,0,63.94,0.1376,5746.6,5546.8,277.3,-220.52,26.874,5341.9,5341.9,0,14.873,2.4726,0.022,4972.4,1074.3,1,15.809,17.124,15.201,16.466,98.427,98.427,2.8022,2.6048,2.5047,0.1974,0.1002,0.0704,0.0357,0.8938,50.738,65.704,0,0,0.3157,116.76,1.692,0.9933,0.9986,1,0.9917,0.4782,0.9734,0.9596,1,0.9843,0.9143,0.9669,0.9761,0.4372,69.004,50.003,19.001,0
01/01/90 08:00,17354,17130,232.52,232.52,0,36,0,0,20.213,0.1274,118.02,49.446,65.957,0,0,0,0,0,22.391,14.4,4.4999,392.35,369.45,0,22.903,0.0056,0,9.4569,12.631,-60,23.333,42.965,-45.014,16.966,0,229.71,150.01,0.5855,0.4145,0,0.0322,13.441,362.07,2.111,367.34,0.0676,0,2.0022,0.0411,366.24,228.95,0,134.17,3.1235,19311,18049,107.9,-180.72,88.707,17587,17587,0,22.391,7.9912,0.0218,16341,1076.2,1,15.489,16.777,15.087,16.342,98.678,98.678,9.4165,8.5757,8.3531,0.8408,0.2225,0.0893,0.0236,0.8871,229.71,150.01,0,0,12.631,392.35,1.8249,0.9416,1,1,0.9104,0.2513,0.9943,0.9997,1,0.9853,0.987,0.9362,0.8971,0.248,215,123,91.992,0
01/01/90 09:00,21386,21104,304.38,304.38,0,36,0,0,30.697,0.1935,149.36,66.067,102.41,0,0,0,0,0,25.659,15.7,4.4999,484.04,460.15,0,23.89,0,0,10.544,14.396,-49.615,40.385,49.778,-32.789,24.733,0,271.05,198.59,0.56,0.44,0,0.0297,13.346,446.99,3.0932,457.06,0.5203,0,2.5547,0.0182,455.69,269.72,0,182.14,3.8222,23824,22457,28.385,56.557,109.51,21691,21691,0,25.659,9.9592,0.0219,20358,1065.5,1,15.485,16.772,15.066,16.319,98.597,98.597,11.617,10.577,10.291,1.0401,0.2861,0.0895,0.0246,0.8858,271.05,198.59,0,0,14.396,484.04,1.3909,0.9506,1,1,0.9328,0.2676,0.9933,0.9981,1,0.9862,0.9953,0.9443,0.9199,0.2663,348,172,176,0
01/01/90 10:00,17700,17472,237.83,237.83,0,36,0,0,21.027,0.1326,120.45,50.736,70.236,0,0,0,0,0,25.335,17.3,5.2001,392.06,382.76,0,9.3019,0,0,3.0411,5.2162,-28.634,61.366,55.166,-18.442,30.089,0,148,238.84,0.3775,0.6225,0,0.0133,6.2608,369.36,4.0346,378.72,0.7548,0,3.1421,0.1377,377.59,146.81,0,228.75,2.0313,19297,18608,97.562,23.944,90.494,17938,17938,0,25.335,8.0346,0.0213,16863,1063.8,1,15.81,17.125,15.399,16.68,98.674,98.674,9.4094,8.747,8.5197,0.6625,0.2273,0.0704,0.0242,0.9054,148,238.84,0,0,5.2162,392.06,1.0801,0.9763,1,1,0.9738,0.417,0.9895,0.9949,1,0.9865,0.9367,0.966,0.9606,0.3906,363,233,130,0
01/01/90 11:00,15430,15230,197.32,197.32,0,36,0,0,15.98,0.1007,105.37,42.734,52.735,0,0,0,0,0,23.433,16.8,6.5,334.62,334.45,0,0.1739,0,0,0.0535,0.0934,-3.9479,86.052,57.57,-2.5047,32.344,0,55.124,279.4,0.1647,0.8353,0,0.0003,0.1204,321.61,5.9066,328.54,0.3606,0,5.5425,0.0035,327.55,54.599,0,272.92,0.0363,16469,16142,143.08,-97.489,78.795,15628,15628,0,23.433,6.6333,0.0203,14613,1069.4,1,16.138,17.48,15.727,17.035,98.737,98.737,8.0309,7.6203,7.4265,0.4105,0.1938,0.0511,0.0241,0.9247,55.124,279.4,0,0,0.0934,334.62,0.9989,0.9995,1,1,0.9996,0.4268,0.9823,0.9935,1,0.9802,0.9126,0.9818,0.9797,0.3895,335,280,54.994,0
01/01/90 12:00,16869,16651,222.92,222.92,0,36,0,0,19.099,0.1204,114.69,47.679,63.647,0,0,0,0,0,24.907,17.7,6.8,371.73,364.89,0,6.8405,0,0,2.0016,2.9261,21.377,68.623,56.271,13.678,31.136,0,111.63,257.17,0.3003,0.6997,0,0.0079,4.8389,351.87,4.2668,360.62,0.6433,0,3.5404,0.0832,359.54,110.66,0,248.05,0.8388,18296,17719,114,-6.3332,86.209,17092,17092,0,24.907,7.2069,0.02,16053,1064.7,1,15.888,17.209,15.478,16.766,98.696,98.696,8.9216,8.3344,8.1196,0.5872,0.2148,0.0658,0.0241,0.9101,111.63,257.17,0,0,2.9261,371.73,1.0269,0.9816,1,1,0.9812,0.316,0.9883,0.9942,1,0.986,0.91,0.9701,0.9674,0.2875,361.99,258,103.99,0
01/01/90 13:00,14658,14467,182.35,182.35,0,36,0,0,14.421,0.0909,100.71,40.263,48.967,0,0,0,0,0,26.723,20.1,5.6,340.81,319.32,0,21.485,0,0,7.9335,9.6739,43.637,46.363,51.677,28.61,26.666,0,129.68,201.45,0.3805,0.6195,0,0.0284,13.551,305.4,2.9841,316.34,0.3898,0,2.5646,0.0296,315.39,128.9,0,184.78,1.7056,16774,15543,154.03,103.58,74.823,14841,14841,0,26.723,6.6229,0.021,14082,1053.9,1,15.047,16.299,14.668,15.888,98.771,98.771,8.1794,7.2367,7.0544,0.9427,0.1823,0.1152,0.0223,0.8625,129.68,201.45,0,0,9.6739,340.81,1.1436,0.937,1,1,0.9327,0.1799,0.9907,0.997,1,0.9864,0.983,0.9282,0.92,0.1768,298.01,204,94.007,0
01/01/90 14:00,18438,18199,249.72,249.72,0,36,0,0,22.815,0.1438,125.8,53.571,78.895,0,0,0,0,0,29.735,21,4.6,433.45,403.27,0,30.179,0.0003,0,13.004,15.393,60,28.203,44.925,41.492,19.559,0,259.24,158.82,0.5981,0.4019,0,0.0355,17.175,384.91,2.311,400.96,0.1583,0,2.1106,0.0422,399.76,258.3,0,139.12,2.3395,21334,19701,77.49,358.73,94.302,18687,18687,0,29.735,8.7349,0.0219,17871,1045.7,1,14.897,16.136,14.508,15.715,98.664,98.664,10.403,9.1123,8.8743,1.2906,0.238,0.1241,0.0229,0.8531,259.24,158.82,0,0,15.393,433.45,1.6543,0.9304,1,1,0.8919,0.1552,0.9943,0.9994,1,0.9851,0.9824,0.925,0.8786,0.1524,262.01,139,123.01,0
01/01/90 15:00,13428,13249,160.2,160.2,0,36,0,0,12.101,0.0763,93.772,36.585,41.038,0,0,0,0,0,26.246,19.6,3.3001,296.3,292.79,0,3.5151,0.0366,0,1.0619,1.5021,24.766,13.224,60.529,52.32,10.535,0,197.98,96.817,0.6682,0.3318,0,0.0051,2.4165,279.54,3.0246,289.76,1.697,0,1.2912,0.0365,288.89,195.66,0,92.83,0.4025,14584,14237,177.45,68.759,68.487,13588,13588,0,26.246,6.6457,0.023,12892,1054,1,15.846,17.164,15.451,16.736,98.821,98.821,7.1112,6.6257,6.4606,0.4855,0.1652,0.0683,0.0232,0.9085,197.98,96.817,0,0,1.5021,296.3,2.1317,0.9881,0.9998,1,0.975,0.293,0.9897,0.9914,1,0.9863,0.9172,0.9779,0.9617,0.2688,139,65.004,73.992,0
01/01/90 16:00,556.43,445.32,197.49,197.49,0,36,0,0,0.0208,0.0001,57.662,17.433,0.1474,0,0,0,0,0,18.548,18.1,2.9,20.87,20.814,0,0.0562,0.0272,0,0.005,0.0081,5.6794,3.3401,82.246,59.338,2.874,0,7.9447,12.917,0.3807,0.6193,0,0.0004,0.024,15.466,2.1202,18.694,1.8708,0,0.2492,0.0003,18.638,6.0286,0,12.606,0.0028,1027.2,918.49,160.76,-22.061,3.7893,753.92,753.92,0,18.548,0.4478,0.024,773.07,975.22,1,12.483,13.521,7.3731,7.9863,73.805,73.805,0.5009,0.3676,0.2171,0.1333,0.1505,0.266,0.3004,0.4335,7.9447,12.917,0,0,0.0081,20.87,1.4899,0.9973,0.9966,1,0.9981,0.3834,0.8981,0.7637,1,0.9807,0.9101,0.8957,0.9788,0.3489,14.008,10.998,3.0097,0
01/01/90 17:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,16.8,3.2001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.8,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 18:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,16.4,3.4001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.4,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 19:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,15.2,4.2001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 20:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,14,5.1001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 21:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,13.6,5.7,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.6,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 22:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,12.9,5.6,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/01/90 23:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,12.5,5.2999,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 00:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,12.1,5.2001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 01:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,12,5.3999,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 02:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.9,5.8,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.9,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 03:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.8,6.1001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.8,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 04:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.7,5.3999,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 05:00,-3.168,-78.168,3.168,0,0,0,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.5,5.1001,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381,0,0.0381,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
01/02/90 06:00,-3.168,-114.17,3.168,0,0,36,3.168,0,0,0,57.6,17.4,0,0,0,0,0,0,0,11.2,5.2001,0,0,0,0,0,0,0,0,-2.2726,1.3429,86.843,-60.839,1.1728,2.0013,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557,0,0.0557,1,1,0,0,2.001,0,0,0.0003,2.0013,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.9961,2.001,0.995,0
01/02/90 07:00,10077,9927.7,126.28,126.28,0,36,0,0,6.8149,0.043,77.971,28.204,21.664,0,0,0,0,0,16.793,12.4,5.7,220.15,219.21,0,0.9432,0.2213,0,0.232,0.4445,-15.971,9.0402,69.543,-55.423,7.4633,0,160.16,59.543,0.7275,0.2725,0,0.002,0.49,209.72,7.4696,211.74,6.52,0,0.9314,0.0182,211.1,152.96,0,57.947,0.1937,10836,10404,239.09,-331.82,51.38,10203,10203,0,16.793,4.3932,0.0208,9368.6,1089.1,1,16.014,17.346,15.582,16.878,98.762,98.762,5.2836,4.9752,4.841,0.3084,0.1342,0.0584,0.0254,0.9162,160.16,59.543,0,0,0.4445,220.15,2.2463,0.9957,0.9986,1,0.9918,0.4781,0.9659,0.9592,1,0.9842,0.9143,0.9618,0.9761,0.4371,98.008,37.997,60.011,0
01/02/90 08:00,28281,27870,429.29,429.29,0,36,0,0,53.68,0.3384,218.06,102.5,181.59,0,0,0,0,0,27.896,15.5,6.2999,630.93,610.25,0,20.676,0.013,0,11.701,15.628,-60,23.282,42.843,-45.156,16.967,0,515.27,100.03,0.8167,0.1833,0,0.0248,8.9625,592.59,1.5292,608.72,0.1432,0,1.3351,0.0509,606.89,513.57,0,89.463,3.8647,31053,29909,-79.49,329.01,145.19,28710,28710,0,27.896,12.396,0.0204,27101,1059.4,1,15.724,17.032,15.264,16.534,98.505,98.505,15.142,14,13.59,1.1425,0.4095,0.0755,0.027,0.8975,515.27,100.03,0,0,15.628,630.93,2.3718,0.9672,1,1,0.9104,0.2513,0.9975,0.9997,1,0.9853,0.987,0.9648,0.8971,0.248,266.01,60.001,206.01,0
01/02/90 09:00,28296,27885,428.06,428.06,0,36,0,0,53.735,0.3387,218.22,102.59,186.05,0,0,0,0,0,30.693,18.4,6.9001,637.47,617.99,0,19.483,0,0,12.495,17.054,-49.695,40.305,49.653,-32.936,24.758,0,516.69,103.73,0.8105,0.1895,0,0.0268,6.9879,592.96,2.3246,615.67,0.9688,0,1.3346,0.0212,613.82,514.18,0,95.117,4.524,31376,30250,-83.141,655.65,145.27,28724,28724,0,30.693,12.293,0.02,27431,1047.1,1,15.57,16.865,15.115,16.372,98.51,98.51,15.299,14.006,13.597,1.2931,0.4091,0.0845,0.0267,0.8887,516.69,103.73,0,0,17.054,637.47,1.551,0.9694,1,1,0.9326,0.2673,0.9962,0.9981,1,0.9862,0.9953,0.9658,0.9198,0.2661,411,76.002,334.99,0
01/02/90 10:00,26515,26141,395.28,395.28,0,36,0,0,47.186,0.2974,198.64,92.208,164.7,0,0,0,0,0,31.795,20.5,7.6,590.3,583.36,0,6.9449,0,0,4.3113,7.3798,-28.764,61.236,55.052,-18.587,30.142,0,483.32,99.603,0.8188,0.1812,0,0.0125,2.6336,555.33,3.9343,579.42,2.4318,0,1.3094,0.1931,577.68,479.44,0,95.373,2.8669,29054,28469,-62.629,737.65,136.06,26910,26910,0,31.795,11.295,0.0196,25811,1042.6,1,15.753,17.063,15.302,16.575,98.531,98.531,14.167,13.122,12.747,1.0452,0.3753,0.0738,0.0265,0.8997,483.32,99.603,0,0,7.3798,590.3,1.1597,0.9882,1,1,0.9736,0.4158,0.9933,0.995,1,0.9865,0.9371,0.9816,0.9604,0.3896,509,84.999,424,0
01/02/90 11:00,25093,24746,369.52,369.52,0,36,0,0,42.26,0.2664,183.92,84.398,147.5,0,0,0,0,0,31.703,21.2,8.0999,553.17,553.03,0,0.1393,0,0,0.0963,0.1683,-4.1363,85.864,57.479,-2.6331,32.426,0,463.21,89.793,0.8374,0.1626,0,0.0003,0.043,525.28,4.788,548.24,3.005,0,1.7768,0.0063,546.6,458.82,0,87.709,0.0655,27226,26937,-42.296,689.26,128.69,25462,25462,0,31.703,10.503,0.0192,24427,1042.4,1,15.906,17.228,15.458,16.744,98.549,98.549,13.276,12.416,12.067,0.86,0.3493,0.0648,0.0263,0.9089,463.21,89.793,0,0,0.1683,553.17,1.0057,0.9997,1,1,0.9995,0.4278,0.9913,0.9935,1,0.9802,0.9126,0.9911,0.9797,0.3905,550.01,88.001,462.01,0
01/02/90 12:00,25852,25490,382.72,382.72,0,36,0,0,44.854,0.2828,191.68,88.511,158.08,0,0,0,0,0,32.944,22.1,8.1999,576.36,571.7,0,4.6604,0,0,2.8655,4.1979,21.158,68.842,56.21,13.579,31.243,0,474.83,97.331,0.8238,0.1762,0,0.0073,1.795,541.33,4.1823,567.52,2.7188,0,1.3431,0.1204,565.81,470.7,0,93.91,1.2084,28368,27884,-55.141,845.86,132.63,26234,26234,0,32.944,10.844,0.0192,25287,1037.5,1,15.728,17.037,15.282,16.553,98.541,98.541,13.833,12.792,12.43,1.0401,0.3628,0.0752,0.0262,0.8986,474.83,97.331,0,0,4.1979,576.36,1.0875,0.9919,1,1,0.9816,0.3174,0.9927,0.9943,1,0.9859,0.9097,0.9847,0.9678,0.2887,530.01,87,443.01,0
01/02/90 13:00,27164,26777,405.02,405.02,0,36,0,0,49.524,0.3122,205.63,95.915,178.83,0,0,0,0,0,35.599,23.9,7.8001,624.14,605.48,0,18.653,0,0,11.806,14.408,43.424,46.576,51.643,28.545,26.789,0,507.18,102.55,0.8126,0.1874,0,0.0231,6.8468,569.13,2.8656,602.62,1.5144,0,1.3055,0.0456,600.81,504.15,0,94.111,2.5493,30719,29609,-76.17,1200,139.44,27569,27569,0,35.599,11.699,0.0195,26893,1025.1,1,15.263,16.533,14.825,16.058,98.531,98.531,14.979,13.443,13.057,1.5359,0.3864,0.1025,0.0258,0.8717,507.18,102.55,0,0,14.408,624.14,1.3932,0.9701,1,1,0.9332,0.1806,0.9953,0.997,1,0.9864,0.9825,0.9655,0.9205,0.1775,448,79.003,369,0
